Time Series,AH,BJ,CQ,FJ,GS,GD,GX,GZ,HI,HE,HL,HA,HB,HN,JS,JX,JL,LN,NM,NX,QH,SN,SD,SH,SX,SC,TJ,XJ,XZ,YN,ZJ
3994,24058.95663,11464.83424,11726.98004,26973.46654,15209.4029,63043.27377,18696.28905,15986.88103,3699.178794,40434.31725,10677.10878,39059.03235,25335.95261,19784.50583,66293.04912,14841.00826,7474.091721,22733.62126,36394.28947,11608.41017,8549.821174,17646.4594,62875.89439,16904.27439,23071.49262,25387.83857,9835.814418,30254.80271,707.8912396,18628.4359,48901.64885
3995,24004.90715,12113.36254,12386.74939,28722.25046,15361.21537,67088.02064,19345.79865,16501.1498,3945.064739,40846.94775,10803.28158,39648.72839,25484.78356,20408.63026,67818.79484,15789.70221,7518.002327,23063.99961,36492.04125,11689.96281,8199.179487,17722.75694,62623.40838,18186.13259,22728.11483,26643.71189,9976.558449,30541.86286,753.2452018,19957.21682,49742.88732
3996,24853.68521,12352.09612,12905.79967,30299.74887,15324.29515,70373.36305,19728.65773,16746.93913,3957.448734,41959.94273,11259.14679,41371.02479,25726.5702,21394.04783,67640.54962,16404.56952,7558.360059,23202.26577,36494.97776,11508.40588,8296.909498,17601.91762,63543.7354,18471.2366,22995.69711,28855.28903,10140.22241,31105.19823,751.1589504,20433.65314,49821.29946
3997,23948.95669,12080.95428,12647.95309,28689.13047,16112.22023,69958.79738,19271.92576,15953.06737,3876.114957,39964.89812,10601.88285,41359.78988,25207.67749,20992.15256,65555.69,15253.66511,7171.140767,22369.98766,36116.05131,11492.20518,8207.163111,17507.05495,62617.30717,17986.94196,23490.79384,28106.89323,9759.633808,31413.50837,738.6592045,19604.91274,48054.82138
3998,23662.55932,11806.13514,12131.66829,27395.68835,15351.37992,68237.59928,18786.32272,14971.90498,3796.241412,37428.70985,10256.53247,40569.6149,24604.18699,19443.47755,66722.30175,14261.10059,7151.262379,22483.95383,35248.19615,11426.02026,7997.207603,17154.22045,61096.05126,17809.037,22879.93939,26092.00986,9488.530102,31157.92432,673.9770713,18015.13215,48853.43861
3999,24042.98119,11506.6673,12035.16339,27901.91461,15389.73002,68366.55307,18950.36666,14799.28188,3760.210937,39376.84487,10412.72528,40228.50538,25153.1401,18997.77442,67793.43168,14661.62128,7191.855419,22493.86009,35110.66851,11574.96994,8155.746838,17359.46745,62768.27976,17837.84195,22569.00311,25662.88394,9838.483166,30622.5343,680.1862183,17730.64503,49134.95191
4000,24323.10944,11485.86361,11949.14536,28307.17838,15190.36179,68366.62494,19346.05007,15128.17405,3758.602319,40448.52051,10603.26932,40494.18371,25275.87116,18908.81124,68117.99425,15141.7169,7254.554388,22504.78815,35360.64431,11605.27646,8040.119445,17562.00466,63545.96586,17888.45744,23029.90806,26754.56569,9876.786105,30531.15297,671.1019243,17916.77246,49645.32763
4001,25136.51075,11797.93681,12211.59833,29024.70987,14937.72647,69299.95601,19686.68743,15320.07088,3810.468817,41541.60848,11300.76106,40307.68755,25533.81596,19220.69155,68969.35214,15771.84258,7613.579248,23230.84314,35952.36198,11661.36698,8269.812225,17802.96973,64450.8958,18388.3567,23197.29458,27122.61624,9975.364474,31045.17395,666.9329737,18578.17197,50285.27746
4002,26548.37043,12535.8997,12758.99557,30095.5731,15660.56239,72085.41855,20620.44606,16301.10723,4085.926691,43252.15347,12375.99703,41945.76562,26989.63054,20747.76235,70078.11667,16818.46079,8164.733965,24100.154,37557.57993,12217.81517,8366.830142,18802.01312,65857.41831,18977.54313,24570.27364,28840.67505,10203.21392,30993.36506,700.6408136,20174.93751,50977.12185
4003,27066.71628,13118.57217,13110.78686,30676.50155,16183.61502,75038.65925,21475.56747,16999.48293,4211.712306,45092.52354,12364.4048,44292.75282,26842.9814,21714.71362,70304.85305,17190.14211,8539.211732,24694.90066,38700.61298,12641.58069,8434.594386,18994.07504,68581.30044,19625.00714,25600.38655,28314.69817,10509.82003,31192.49383,724.2843045,20905.40108,50651.03247
4004,27999.64141,13634.61041,13174.90158,30656.35131,16313.93977,78067.96834,22242.05383,17639.54125,4348.839487,44031.87615,11788.04146,44383.99921,26756.44207,22970.47967,70660.53755,17422.16298,8302.610886,24559.61027,39659.09187,12933.8597,8273.499223,20073.86865,67163.049,19669.81156,26817.51874,28983.86346,10481.28754,31733.81493,735.1288066,20229.89692,50654.16686
4005,27442.11215,13273.15539,12955.97485,30012.41605,16276.79107,75836.63387,21760.39561,16963.90285,4236.500788,42418.09245,11374.43351,42858.39777,26118.46416,21869.32999,70121.3563,16902.09761,8153.512317,24444.36349,39296.85509,12992.75925,8454.448551,19992.50473,64956.38176,19180.67545,25610.39991,28847.97778,10245.68323,32104.20828,802.4456026,19862.89664,50133.03433
4006,27005.57351,13006.14915,12439.06292,29515.33768,15578.82919,75177.84511,20892.23995,16224.24948,4140.472386,42110.24543,10835.75852,42175.02528,25300.02994,20763.03161,70151.9989,16331.32828,7805.970573,24140.00555,38781.45679,12772.80993,8416.688834,19445.99147,64178.41438,18727.40473,25345.93082,27879.32491,10084.76833,32076.26386,834.0524349,19183.39456,49566.68059
4007,25787.76797,12079.95079,11676.72837,29451.86145,15017.86023,73563.50877,20215.93596,15282.70978,3960.512735,40872.33182,9840.583997,40241.11176,24674.0015,19764.80207,69436.77704,15339.80579,7299.776752,25924.76022,38327.37163,12558.08672,8195.10656,18439.40416,63674.83717,17867.49783,24439.62933,25856.61179,9584.708672,32104.0451,787.0813906,18240.02937,49353.89789
4008,25514.4604,10514.57683,10838.93686,27543.45244,14976.5308,69979.8733,18794.57471,14086.72766,3743.389425,39031.35462,9041.080282,39132.64799,23659.49614,18858.10052,67300.4019,14108.10209,6694.864691,24823.58953,37461.31846,12444.58458,8003.87263,17258.64154,61952.43433,16701.4096,23481.54581,23251.52182,9081.679445,31272.73583,710.5500165,16834.6199,48416.89115
4009,23041.41611,9072.492699,9344.105893,23970.80695,14382.46068,75868.81407,17916.61352,12580.69028,3530.148136,36732.12407,8451.546432,34832.00744,23496.21416,17812.32387,60306.36295,13035.2549,6031.545913,21746.30233,35623.31711,12001.04234,7871.659858,15939.34029,61334.3564,13747.93354,22420.69331,21148.10265,8048.209632,30749.0628,635.0266479,16162.06513,42784.24051
4010,22646.47465,8891.161834,8937.065529,23270.84975,14163.34738,72660.69429,17117.26048,12021.3575,3354.043546,35780.6164,8138.83055,35090.35314,21687.64882,17357.49259,60436.36816,12758.13391,5923.613566,21989.63756,35183.57557,11939.7434,7946.223252,15257.74944,61002.1453,13006.94826,22320.58278,21482.38651,7663.354365,30066.9508,592.3380521,15343.78634,42234.22158
4011,22285.70712,8518.41104,8589.65475,22800.46165,13935.11313,69295.09703,16449.89763,11461.25996,3185.783675,34999.12497,8029.547816,35138.42876,21266.2574,16862.89248,59927.6563,12553.36906,5867.441004,21586.89617,35075.99747,11937.46284,7946.111174,14716.30306,60527.80324,12583.36176,22172.57144,20209.49513,7526.208237,29284.08978,574.2050042,14623.60283,41691.46474
4012,21955.11896,8262.939413,8342.859144,22269.07487,13859.62471,66527.02906,15885.55895,11034.85184,3077.389677,34122.31909,8028.719282,34713.60926,20941.48959,16585.50842,59643.70479,12281.11825,5787.764835,21385.41572,35076.35327,11962.45567,7801.797134,14556.14257,60066.86162,12190.45136,21980.01098,20074.57546,7515.079838,29064.25753,546.7257649,14422.435,41441.81252
4013,21955.06604,8172.9123,8287.077812,22046.25901,13765.04674,63843.70945,15716.38753,10888.56243,3001.99291,34085.01017,8112.593426,34420.03569,20869.7749,16417.80077,59541.63116,12140.90444,5808.281116,21249.8473,34889.82568,11943.81044,7986.163991,14425.63433,59367.63222,12039.5956,21928.80746,19926.78289,7377.087039,28885.48954,526.3802274,14161.89907,41310.41751
4014,22300.06036,8385.041953,8409.232657,22041.20353,13698.59346,62348.02126,15441.47629,10809.18008,2979.868689,34523.25237,8633.466709,33966.69571,21017.32152,16585.34579,60068.96495,12417.23991,6134.93959,21857.05987,35095.22047,12000.97665,7915.367168,14555.61487,60332.18183,12462.54151,22071.62188,19869.86172,7595.833276,28884.52447,529.3758794,14059.22559,41565.65308
4015,23440.45025,9027.117795,8843.377621,22764.42578,13919.25948,61431.06096,16072.80946,11243.05023,3071.768749,36311.80734,10146.55255,35373.90275,21865.46906,17515.4357,61758.12338,12662.89151,6852.186623,22888.82248,35808.43731,12110.00104,8019.087155,15074.01777,61565.74683,13151.40044,22306.14616,20354.22403,7884.606023,28884.81949,541.3666277,14422.53624,42682.99825
4016,24813.57836,10227.35576,9685.495282,23938.99202,14457.33447,61707.40225,17661.7743,12715.74092,3303.952781,40398.81724,10784.63952,39538.89264,23134.48612,19874.7932,62816.78207,14463.84098,7291.271161,23365.11393,36770.47549,12160.17982,8475.135598,16622.76035,63976.07571,13631.2493,23388.701,21293.65933,8406.922826,29211.38455,584.2724167,15328.89256,43837.598
4017,24181.47957,10438.9647,10428.15922,24608.63957,15016.24073,60082.5688,17905.23507,14607.74043,3395.761482,40226.23113,10434.20129,37340.68014,24089.81513,20072.87214,62755.3463,14787.04578,7258.332514,21323.33726,36432.12352,11950.60031,8589.88513,16982.70902,63176.17454,14460.00699,22938.56908,22787.55963,8881.928323,29286.64458,647.4269144,16744.95807,45485.47953
4018,23340.32765,11191.24794,11045.17706,25954.87725,15036.91941,61669.61902,18824.41373,16107.24136,3585.367088,40528.13892,10518.32797,36825.90081,24866.7656,20817.85039,62877.33632,15270.77034,7324.174593,22122.10738,36395.21102,11747.50059,8529.722962,17403.03474,62583.5192,15638.62029,22811.07263,24735.56322,9561.876782,30168.21439,713.559054,18399.06921,46125.76098
4019,23290.67434,11796.53811,11650.14475,27336.68199,15179.27053,65143.53257,19418.79426,16612.69111,3842.379115,40944.58798,10639.75367,37429.49943,25004.13618,21429.55397,63999.12036,16341.3739,7369.159826,22483.97554,36489.01171,11808.95543,8204.843277,17481.25738,62357.45803,16826.3543,22471.53824,25968.34035,9698.947051,30416.68192,758.3951456,19651.76448,46756.45502
4020,24070.41613,12019.35505,12126.08175,28583.14517,15144.65127,67965.21607,19769.15703,16854.26548,3855.323473,42101.15558,11078.46753,39192.4004,25227.30459,22395.36054,63868.06796,17035.25323,7410.505234,22635.42045,36478.87376,11672.14133,8295.392965,17357.36911,63181.46485,17090.52372,22736.1255,28139.24542,9858.338988,30904.28198,756.3327159,20100.92018,46815.24224
4021,23239.27467,11766.29055,11889.65238,27310.51217,15883.47082,67609.15787,19351.19155,16074.00756,3770.309427,40008.02415,10445.93231,39180.90062,24748.36801,22001.46347,62335.20293,15736.45466,7013.809506,21723.81427,36100.2564,11659.93312,8212.240337,17260.11291,62351.99537,16641.78983,23225.68065,27404.61302,9487.684671,31171.14263,743.9756973,19319.63324,45490.87675
4022,22976.17173,11509.79392,11416.25115,26288.49656,15170.04805,66130.8717,18906.80552,15109.67078,3686.821688,37410.97881,10113.5753,38372.09661,24191.3479,20483.60899,63192.93855,14616.34306,6993.444633,21848.64306,35222.38873,11610.05879,8017.710473,16898.37589,60989.95209,16476.94806,22621.66345,25426.78442,9223.65743,30949.91953,680.0321319,17820.88308,46089.61675
4023,23325.65158,11230.29194,11327.76214,26688.49215,15206.00807,66241.62629,19056.92574,14940.00794,3649.160873,39429.64504,10263.89156,38022.94515,24698.03015,20046.77589,63980.47245,15068.33168,7035.031109,21859.49352,35081.6097,11722.30136,8164.601669,17108.80157,62487.16737,16503.63792,22314.20745,25005.55036,9564.475869,30486.50782,686.1703803,17552.68561,46300.67315
4024,23582.9953,11210.87525,11248.88892,27008.71204,15019.06499,66241.68802,19419.02434,15263.26004,3647.479466,40522.5118,10447.26662,38294.88707,24811.31058,19959.58319,64219.10271,15610.12082,7099.264512,21871.46318,35340.57223,11745.13916,8057.469538,17316.44908,63183.46187,16550.53682,22769.95352,26077.1555,9601.779008,30407.41188,677.1898146,17728.15543,46683.31248
4025,24330.23776,11502.14218,11489.54206,27575.67083,14782.17455,67043.29849,19730.74909,15451.8661,3701.692869,41668.58318,11118.51612,38103.9941,25049.39294,20265.2567,64845.05217,16321.21926,7467.075806,22666.72167,35946.44645,11787.40675,8270.286556,17563.49405,63993.68305,17013.72951,22935.4665,26438.4374,9697.784242,30852.32742,673.0684668,18351.68339,47163.09623
4026,25627.26234,12190.90423,11991.47148,28421.81532,15459.96146,69435.64995,20585.25217,16416.079,3989.614923,43440.99354,12153.29769,39780.69122,26393.10592,21761.93692,65660.25639,17502.3306,8031.718958,23618.89036,37573.9453,12206.72404,8360.176468,18587.74475,65253.00078,17559.65321,24293.07794,28124.9002,9919.686264,30807.48376,706.3914164,19857.01854,47681.78641
4027,26103.44798,12734.72926,12314.04233,28880.83698,15950.4161,71972.10111,21367.7926,17102.4785,4121.092206,45341.72411,12142.1416,42183.01059,26257.74915,22709.64468,65826.96127,17921.77392,8415.361337,24270.32494,38716.78315,12526.05692,8422.962004,18784.65267,67691.80502,18159.57529,25311.66088,27608.59631,10218.28921,30979.84148,729.764936,20545.65596,47437.31039
